date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment
2025-05-12,IRE,Killarney (IRE),4:35,Kerry Tool Hire Mares Maiden Hurdle,Hurdle,,,,4yo+,M,2m6½f,22.5f,4517,Yielding,9,1,1,,0,0,Affinity Rock (IRE),5,M,153,,5:34.80,334.80,2.88,Danny Gilligan,Cian Collins,€5900,–,–,Affinisea (IRE),Hill Rock (IRE),Beneficial,Friends In Low Places Syndicate,Made all - faced challenge before 3 out - ridden after 2 out - stayed on final 110yds(tchd 9/4)
2025-05-12,IRE,Killarney (IRE),4:35,Kerry Tool Hire Mares Maiden Hurdle,Hurdle,,,,4yo+,M,2m6½f,22.5f,4517,Yielding,9,3,2,,1.5,1.5,Former Flame (IRE),5,M,153,,5:35.10,335.10,8.50,Richard Deegan,Liz Doyle,€1900,–,–,Doyen (IRE),Dare To Be Wild (IRE),Beneficial,Flame Partnership,In touch with leaders - pressed winner before 3 out - kept on from last(op 13/2 tchd 11/2 and tchd 8/1)
2025-05-12,IRE,Killarney (IRE),4:35,Kerry Tool Hire Mares Maiden Hurdle,Hurdle,,,,4yo+,M,2m6½f,22.5f,4517,Yielding,9,7,3,,3,1.5,Regards To Rose (IRE),6,M,148,t,5:35.40,335.40,26.00,G B Noonan,Eoin Christopher McCarthy,€900,100,–,Fuisse (FR),Westfest (IRE),Westerner,M Mortell,In touch with leaders - steady headway after 4 out - no extra from last(op 33/1)
2025-05-12,IRE,Killarney (IRE),4:35,Kerry Tool Hire Mares Maiden Hurdle,Hurdle,,,,4yo+,M,2m6½f,22.5f,4517,Yielding,9,10,4,,6.5,3.5,Time In A Bottle (GB),5,M,146,ht,5:36.10,336.10,3.25,Mr J H Williamson,Henry De Bromhead,€400,–,–,Castle Du Berlais (FR),Adriana Des Mottes (FR),Network,Mrs T P Hydemrs T Hydejohn O Roche,Took keen hold - held up in rear - steady headway halfway - prominent on outer on turn before 3 out - weakened from last(op 5/2 tchd 2/1 and tchd 11/4)
2025-05-12,IRE,Killarney (IRE),4:35,Kerry Tool Hire Mares Maiden Hurdle,Hurdle,,,,4yo+,M,2m6½f,22.5f,4517,Yielding,9,5,5,,11,4.5,Kilfera (GB),5,M,153,,5:37.00,337.00,26.00,Danny Mullins,Ms Margaret Mullins,€200,95,–,Blue Bresil (FR),Ninna Nanna (FR),Garde Royale,John O Roche,In rear - headway when hampered on turn before 3 out - not fluent and weakened 2 out(op 20/1 tchd 18/1)
2025-05-12,IRE,Killarney (IRE),4:35,Kerry Tool Hire Mares Maiden Hurdle,Hurdle,,,,4yo+,M,2m6½f,22.5f,4517,Yielding,9,4,6,,15.25,4.25,Getaways Charm (IRE),5,M,153,,5:37.85,337.85,15.00,Jordan Gainford,Gordon Elliott,€100,–,–,Getaway (GER),Nomad Attitude (FR),Martaline,Maydan Partnership,Towards rear - short of room and hampered on turn before 3 out - switched sharply right before 2 out - soon weakened(op 10/1 tchd 17/2)
2025-05-12,IRE,Killarney (IRE),4:35,Kerry Tool Hire Mares Maiden Hurdle,Hurdle,,,,4yo+,M,2m6½f,22.5f,4517,Yielding,9,9,PU,,-,-,Sugar Cookie (FR),6,M,153,,-,-,5.50,Paul Townend,W P Mullins,,–,–,Tin Horse (IRE),Trasimene GB,Sinndar,Watch This Space Syndicate,Didn't always jump with fluency - midfield - lost position halfway - weakened after 4 out - pulled up before 3 out (vet reported mare to be post race normal)(tchd 4/1 and tchd 5/1)
2025-05-12,IRE,Killarney (IRE),4:35,Kerry Tool Hire Mares Maiden Hurdle,Hurdle,,,,4yo+,M,2m6½f,22.5f,4517,Yielding,9,11,PU,,-,-,Whatchukno (IRE),7,M,146,,-,-,301.00,Robbie Geoghegan,T J Nagle Jr,,–,–,Gatewood (GB),Corowa (IRE),New South Wales,T J Nagle Jr,Didn't jump with fluency - towards rear throughout - lost touch and pulled up before 3 out(op 250/1)
2025-05-12,IRE,Killarney (IRE),4:35,Kerry Tool Hire Mares Maiden Hurdle,Hurdle,,,,4yo+,M,2m6½f,22.5f,4517,Yielding,9,6,SU,,-,-,Paudies Wings (IRE),5,M,150,,-,-,15.00,Cian Quirke,David Harry Kelly,,97,–,Wings Of Eagles (FR),Padraigs Joy (IRE),Vinnie Roe,John Palmer,Raced in second - not fluent 8th - lost position when hampered and slipped up on turn before 3 out (jockey said mare clipped a heel)(tchd 11/1)
2025-05-12,IRE,Killarney (IRE),5:08,Kelly Bros Maiden Hurdle,Hurdle,,,,5yo+,,2m4f,20f,4069,Yielding,15,14,1,,0,0,Rockonliam (IRE),5,G,158,t,5:4.50,304.50,4.00,Darragh OKeeffe,Henry De Bromhead,€5900,–,–,Arctic Cosmos (USA),Fromthecloudsabove (IRE),Cloudings,Cheeky Pups Syndicate,Prominent on inner - not fluent 4 out - went second and challenging 2 out - pushed along and led last - ridden and kept on well final 110yds(op 10/3 tchd 9/4)
2025-05-12,IRE,Killarney (IRE),5:08,Kelly Bros Maiden Hurdle,Hurdle,,,,5yo+,,2m4f,20f,4069,Yielding,15,1,2,,.75,.75,Big Dispute (IRE),6,G,166,,5:4.65,304.65,23.00,Phillip Enright,Con McSweeney,€1900,93,–,French Navy (GB),Katies Crown (IRE),Royal Abjar,Cornelius Mcsweeney,Led - faced challenge 2 out - headed last - rallied and went clear with winner run-in(op 20/1 tchd 18/1 and tchd 25/1)
2025-05-12,IRE,Killarney (IRE),5:08,Kelly Bros Maiden Hurdle,Hurdle,,,,5yo+,,2m4f,20f,4069,Yielding,15,2,3,,9.75,9,Joli Travail (FR),6,G,166,,5:6.45,306.45,4.50,Mark Walsh,W P Mullins,€900,–,–,Rob Roy (USA),Serie Limitee (FR),Kahyasi,John P Mcmanus,Midfield - headway when not fluent 2 out - ran on run-in - went third final strides - no match for first two(op 5/2 tchd 4/1)
2025-05-12,IRE,Killarney (IRE),5:08,Kelly Bros Maiden Hurdle,Hurdle,,,,5yo+,,2m4f,20f,4069,Yielding,15,15,4,,9.75,0.1,Sporting Glance (FR),6,G,158,t,5:6.47,306.47,4.50,Jordan Gainford,Cian Collins,€400,–,–,Coastal Path (GB),Analifet (FR),Califet,Kevin Mcconnell,Prominent - went second 3 out - lost second 2 out - weakened approaching last - lost third final strides(op 10/1)
2025-05-12,IRE,Killarney (IRE),5:08,Kelly Bros Maiden Hurdle,Hurdle,,,,5yo+,,2m4f,20f,4069,Yielding,15,9,5,,10.25,.5,Foxy Mick (IRE),6,G,151,,5:6.55,306.55,41.00,Mr Andrew Burke-Ott,Alexander Ott,€200,–,–,Elusive Emir (USA),Kilbrin Queen (IRE),Wareed,Alexander Ott,Towards rear - headway 3 out - ran on well from last - not reach leaders(op 33/1 tchd 50/1)
2025-05-12,IRE,Killarney (IRE),5:08,Kelly Bros Maiden Hurdle,Hurdle,,,,5yo+,,2m4f,20f,4069,Yielding,15,7,6,,15.75,5.5,Come Home Sonny (IRE),7,G,158,,5:7.65,307.65,151.00,Sean OKeeffe,Maike Magnussen,€100,–,–,Arcadio (GER),Elisabetta (IRE),Milan,Maike Magnussen,Midfield - headway and prominent 3 out - outpaced approaching last - no extra run-in(op 80/1 tchd 200/1)
2025-05-12,IRE,Killarney (IRE),5:08,Kelly Bros Maiden Hurdle,Hurdle,,,,5yo+,,2m4f,20f,4069,Yielding,15,6,7,,20.5,4.75,Cabaret Prince (GB),6,G,158,t,5:8.60,308.60,5.00,Conor McNamara,E McNamara,,–,–,Doyen (IRE),La Dame Brune (FR),Mansonnien,John Battersby Racing Syndicate,Raced in second - lost position 3 out - weakened 2 out(op 10/3 tchd 5/1)
2025-05-12,IRE,Killarney (IRE),5:08,Kelly Bros Maiden Hurdle,Hurdle,,,,5yo+,,2m4f,20f,4069,Yielding,15,8,8,,21.25,.75,County Final (IRE),5,G,153,t,5:8.75,308.75,17.00,Aidan Kelly,E McNamara,,–,–,Court Cave (IRE),Cregg So (IRE),Moscow Society,John P Mcmanus,Towards rear - some headway after 3 out - kept on - never on terms(op 12/1)
2025-05-12,IRE,Killarney (IRE),5:08,Kelly Bros Maiden Hurdle,Hurdle,,,,5yo+,,2m4f,20f,4069,Yielding,15,10,9,,28.25,7,Harpers Frontier (IRE),6,G,158,,5:10.15,310.15,13.00,Sam Ewing,Gordon Elliott,,–,–,Sans Frontieres (IRE),Daveoin (IRE),Presenting,Pioneer Racing,Novicey jumping - never better than midfield - no extra from 2 out(op 11/1 tchd 10/1)
2025-05-12,IRE,Killarney (IRE),5:08,Kelly Bros Maiden Hurdle,Hurdle,,,,5yo+,,2m4f,20f,4069,Yielding,15,11,10,,33.75,5.5,Kasper Blou (FR),5,G,153,tp,5:11.25,311.25,201.00,Shane OCallaghan,Eoin Doyle,,–,–,Stormy River (FR),LElusive (FR),Elusive City,Mrs P Doyle,Midfield - not fluent 3rd - not fluent 5 out - weakened before 2 out(op 125/1)
2025-05-12,IRE,Killarney (IRE),5:08,Kelly Bros Maiden Hurdle,Hurdle,,,,5yo+,,2m4f,20f,4069,Yielding,15,4,11,,38.5,4.75,Amron Diamond (IRE),6,G,158,,5:12.20,312.20,67.00,Simon Torrens,J Motherway,,–,–,Diamond Boy (FR),Dawn Flyer (IRE),Broadway Flyer,D J Motherway,Towards rear - some headway into midfield 4th - weakened from 3 out(op 125/1)
2025-05-12,IRE,Killarney (IRE),5:08,Kelly Bros Maiden Hurdle,Hurdle,,,,5yo+,,2m4f,20f,4069,Yielding,15,16,12,,54.5,16,Tedworth (IRE),5,G,158,,5:15.40,315.40,251.00,Mike OConnor,Michael Barry,,–,–,Sholokhov (IRE),Culmore Girl (IRE),Chevalier,Michael Barry,Towards rear throughout(op 150/1)
2025-05-12,IRE,Killarney (IRE),5:08,Kelly Bros Maiden Hurdle,Hurdle,,,,5yo+,,2m4f,20f,4069,Yielding,15,3,13,,55.25,.75,My Lyka (GB),6,G,166,t,5:15.55,315.55,101.00,Keith Donoghue,Ms Claire OConnell,,110,–,Intello (GER),Nessita GB,Shamardal,Andrew Heffernan,Never better than midfield - weakened from 2 out(op 66/1 tchd 50/1)
2025-05-12,IRE,Killarney (IRE),5:08,Kelly Bros Maiden Hurdle,Hurdle,,,,5yo+,,2m4f,20f,4069,Yielding,15,5,14,,63.75,8.5,Boy Gin Go (IRE),5,G,158,,5:17.25,317.25,151.00,E Walsh,Eugene M OSullivan,,–,–,Casamento (IRE),Siwaara (IRE),Peintre Celebre,Eugene M Osullivan,Towards rear throughout(op 125/1)
