date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment
2025-05-13,IRE,Sligo (IRE),8:00,Kevin Egan Cars Peugeot Citreon Handicap Hurdle,Hurdle,,,,4yo+,,3m2f,26f,5201,Good,12,3,3,,17,16,Killinure Lass (IRE),8,M,160,p,6:34.45,394.45,8.00,Keith Donoghue,J P Dempsey,€1035,104,–,Morozov (USA),Bogha Baisti (IRE),Footstepsinthesand,T A Austin,Held up in rear - good headway 2 out (usual 3 out) - outpaced last (usual 2 out) - no extra run-in(op 12/1)
2025-05-13,IRE,Sligo (IRE),8:00,Kevin Egan Cars Peugeot Citreon Handicap Hurdle,Hurdle,,,,4yo+,,3m2f,26f,5201,Good,12,5,4,,34,17,Betty Dutton (IRE),7,M,159,,6:37.85,397.85,4.50,Darragh OKeeffe,E J OGrady,€460,103,–,Frozen Fire (GER),Miss Nomer (IRE),Overbury,Jonathan Ogrady,Midfield - headway 2 out (usual 3 out) - outpaced last (usual 2 out) - weakened run-in(op 9/2)
2025-05-13,IRE,Sligo (IRE),8:00,Kevin Egan Cars Peugeot Citreon Handicap Hurdle,Hurdle,,,,4yo+,,3m2f,26f,5201,Good,12,8,5,,34.25,0.3,Roxboro River (IRE),6,G,146,,6:37.90,397.90,6.00,Paddy Hanlon,John Joseph Hanlon,€230,97,–,Ol Man River (IRE),Indian Bounty GB,Indian Ridge,Eventmasters Limited,Midfield - headway 2 out (usual 3 out) - outpaced after last (usual 2 out) - weakened run-in(op 13/2)
2025-05-13,IRE,Sligo (IRE),8:00,Kevin Egan Cars Peugeot Citreon Handicap Hurdle,Hurdle,,,,4yo+,,3m2f,26f,5201,Good,12,1,6,,61.25,27,Masterboy Davis (FR),6,G,159,b,6:43.30,403.30,23.00,Finn Brickley,Gordon Elliott,€115,110,–,Doctor Dino (FR),Tamtam Davis (FR),Astarabad,Gigginstown House Stud,Prominent - outpaced before 2 out (usual 3 out) - soon weakened(op 14/1)
2025-05-13,IRE,Sligo (IRE),8:00,Kevin Egan Cars Peugeot Citreon Handicap Hurdle,Hurdle,,,,4yo+,,3m2f,26f,5201,Good,12,14,7,,77.25,16,Eddies Pride (IRE),11,M,135,ht,6:46.50,406.50,51.00,G B Noonan,Norman Lee,,84,–,Flemensfirth (USA),Coscorrig (IRE),Pistolet Bleu,Eddie Naughton,Took keen hold - prominent - weakened after 2 out (usual 3 out)(op 25/1)
2025-05-13,IRE,Sligo (IRE),8:00,Kevin Egan Cars Peugeot Citreon Handicap Hurdle,Hurdle,,,,4yo+,,3m2f,26f,5201,Good,12,12,8,,84.25,7,Love Bite (IRE),7,M,137,,6:47.90,407.90,34.00,Conor Stone-Walsh,Mrs Grainne M OConnor,,84,–,Milan (GB),Knotted Midge (IRE),Presenting,Mrs Carol Oconnor,Held up in rear - no impression after 4 out(op 20/1)
2025-05-13,IRE,Sligo (IRE),8:00,Kevin Egan Cars Peugeot Citreon Handicap Hurdle,Hurdle,,,,4yo+,,3m2f,26f,5201,Good,12,4,9,,103.25,19,Shotgun Jack (IRE),7,G,157,t,6:51.70,411.70,23.00,Philip Donovan,Patrick G Kelly,,104,–,Califet (FR),Supreme Vic (IRE),Old Vic,Mark M Kelly,Always behind(op 14/1)
2025-05-13,IRE,Sligo (IRE),8:00,Kevin Egan Cars Peugeot Citreon Handicap Hurdle,Hurdle,,,,4yo+,,3m2f,26f,5201,Good,12,13,PU,,-,-,Oskar High (IRE),13,G,135,p,-,-,26.00,Shane OCallaghan,Norman Lee,,84,–,Mountain High (IRE),Kiwi Lass (IRE),Oscar,Addergoole More Partnership,Prominent - weakened quickly after 2 out (usual 3 out) - pulled up before last (usual 2 out)(op 22/1 tchd 28/1)
2025-05-13,IRE,Sligo (IRE),8:00,Kevin Egan Cars Peugeot Citreon Handicap Hurdle,Hurdle,,,,4yo+,,3m2f,26f,5201,Good,12,6,PU,,-,-,Irish Envoy (IRE),7,G,151,b,-,-,19.00,Tom Harney,Liz Doyle,,102,–,Well Chosen (GB),Miss Bedlam (IRE),Presenting,Irish Envoy Partnership,Midfield - no impression after 2 out (usual 3 out) - pulled up before last (usual 2 out) (jockey said gelding stopped very quickly)(tchd 22/1)
2025-05-13,IRE,Sligo (IRE),8:00,Kevin Egan Cars Peugeot Citreon Handicap Hurdle,Hurdle,,,,4yo+,,3m2f,26f,5201,Good,12,7,PU,,-,-,Cosmo Renfro (IRE),8,G,157,p,-,-,12.00,Danny Gilligan,Shane Nolan,,101,–,Arctic Cosmos (USA),Miss Halle (IRE),Definite Article,Neil Cox,Held up in rear - no impression before 2 out (usual 3 out) - pulled up before last (usual 2 out)(op 8/1 tchd 15/2)
