date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment
2025-05-11,IRE,Killarney (IRE),1:20,Killarney Avenue Hotel Maiden Hurdle,Hurdle,,,,4yo,,2m1f,17f,3420,Good,14,1,11,,22,.5,Day Trader (FR),4,G,161,,4:31.90,271.90,5.00,Keith Donoghue,A J Martin,,–,–,Expert Eye (GB),My Year Is A Day (FR),Kings Best,Ballyboys Partnership,Midfield - headway 8th - weakened before last(op 15/8)
2025-05-11,IRE,Killarney (IRE),1:20,Killarney Avenue Hotel Maiden Hurdle,Hurdle,,,,4yo,,2m1f,17f,3420,Good,14,14,12,,56,34,Uno Me I Like My T (IRE),4,F,141,,4:38.70,278.70,151.00,Tiernan Power Roche,Cian Collins,,–,–,Maxios (GB),Dans La Foulee (FR),Alberto Giacometti,T B Sheridan,Mistake 3 out - mistake 2 out - always behind(op 100/1 tchd 80/1)
2025-05-11,IRE,Killarney (IRE),1:20,Killarney Avenue Hotel Maiden Hurdle,Hurdle,,,,4yo,,2m1f,17f,3420,Good,14,2,13,,58.5,2.5,Niigata (GB),4,G,154,,4:39.20,279.20,101.00,Paddy Hanlon,John Joseph Hanlon,,–,–,Showcasing (GB),Deciding Vote GB,Pivotal,Meadows Racing Club,Always behind(tchd 80/1 and tchd 125/1)
2025-05-11,IRE,Killarney (IRE),1:20,Killarney Avenue Hotel Maiden Hurdle,Hurdle,,,,4yo,,2m1f,17f,3420,Good,14,10,F,,-,-,The Eggler (IRE),4,G,146,,-,-,81.00,Thomas OConnor,Mark Fahey,,–,–,Hillstar (GB),No Plain Jane (IRE),Kings Theatre,Nicola Mccarthy,Midfield - weakened 3 out - fell last(op 66/1 tchd 50/1)
2025-05-11,IRE,Killarney (IRE),1:55,Mongey Communications Maiden Hurdle,Hurdle,,,,5yo+,,2m1f,17f,3420,Good,16,14,1,,0,0,Romany Brown (IRE),5,G,158,,4:21.50,261.50,3.50,Jack Doyle,P M J Doyle,€5900,–,–,Youmzain (IRE),Glenahiry (IRE),Golan,M Odwyer,Took keen hold - in touch with leaders - not fluent 1st - went second after 4 out - led before 3 out - joined 3 out - headed and ridden approaching last - rallied run-in - led again towards finish(op 15/8 tchd 11/4)
2025-05-11,IRE,Killarney (IRE),1:55,Mongey Communications Maiden Hurdle,Hurdle,,,,5yo+,,2m1f,17f,3420,Good,16,15,2,,.5,.5,Wholelotofbusiness (IRE),6,G,153,t,4:21.60,261.60,19.00,G B Noonan,Eoin Christopher McCarthy,€1900,–,–,Arctic Cosmos (USA),Whats Ur Business (IRE),Oscar Schindler,Michael Kiely,Prominent - disputed lead going best 3 out - led clearly approaching last - ridden and ran on run-in - headed towards finish(op 50/1)
2025-05-11,IRE,Killarney (IRE),1:55,Mongey Communications Maiden Hurdle,Hurdle,,,,5yo+,,2m1f,17f,3420,Good,16,9,3,,.75,0.3,Dream Diamond (IRE),5,G,158,,4:21.65,261.65,4.50,Sam Ewing,Michael G Kennedy,€900,–,–,Diamond Boy (FR),Curvacious (IRE),Anshan,Conor J Murphy,Held up in midfield - in touch with leaders after 4 out - not fluent 3 out - not fluent 2 out - jumped left last - soon switched right - ridden and ran on run-in(op 8/1)
2025-05-11,IRE,Killarney (IRE),1:55,Mongey Communications Maiden Hurdle,Hurdle,,,,5yo+,,2m1f,17f,3420,Good,16,19,4,,27.75,27,Ifallgoeswell (IRE),5,G,158,,4:27.05,267.05,3.00,Philip Byrnes,C Byrnes,€400,–,–,Kingston Hill (GB),Dromdeals Princess (IRE),Alflora,Come Home Sober Syndicate,In touch with leaders - hit 3rd - no impression 2 out - soon weakened - not fluent last(tchd 11/4)
2025-05-11,IRE,Killarney (IRE),1:55,Mongey Communications Maiden Hurdle,Hurdle,,,,5yo+,,2m1f,17f,3420,Good,16,7,5,,28,0.3,Back To Cali (IRE),5,G,151,,4:27.10,267.10,101.00,Adam Leahy,John Joseph Hanlon,€200,–,–,Califet (FR),Definite Deploy (IRE),Definite Article,David M Walsh,Midfield - some headway when not fluent 3 out - weakened before 2 out(op 66/1 tchd 125/1)
2025-05-11,IRE,Killarney (IRE),1:55,Mongey Communications Maiden Hurdle,Hurdle,,,,5yo+,,2m1f,17f,3420,Good,16,5,6,,51,23,Westminster Moon (IRE),5,G,166,t,4:31.70,271.70,11.00,Daniel King,A J Martin,€100,–,–,Sea The Moon (GER),My Daydream (IRE),Oasis Dream,John Breslin,Towards rear - brief headway after 4 out - weakened 3 out(op 9/2)
2025-05-11,IRE,Killarney (IRE),1:55,Mongey Communications Maiden Hurdle,Hurdle,,,,5yo+,,2m1f,17f,3420,Good,16,6,7,,52.25,1.25,Glory Sky (IRE),5,M,159,,4:31.95,271.95,201.00,Phillip Enright,Ray Hackett,,–,–,Cotai Glory (GB),Artax Hope (IRE),Kyllachy,Ray Hackett,Towards rear - hampered by faller 4 out - some headway home straight - never dangerous
2025-05-11,IRE,Killarney (IRE),1:55,Mongey Communications Maiden Hurdle,Hurdle,,,,5yo+,,2m1f,17f,3420,Good,16,16,8,,61.75,9.5,Western Princess (IRE),6,M,151,h,4:33.85,273.85,13.00,Brian Hayes,W P Mullins,,–,–,Westerner (GB),Princess Gaia (IRE),Kings Theatre,Pyoneers Syndicate,Took keen hold - towards rear - headway and went second before 5 out - tenderly handled and weakened from 4 out(op 28/1)
2025-05-11,IRE,Killarney (IRE),1:55,Mongey Communications Maiden Hurdle,Hurdle,,,,5yo+,,2m1f,17f,3420,Good,16,3,9,,66.75,5,Grey Fable (IRE),5,G,166,ht,4:34.85,274.85,13.00,Donagh Meyler,Karl Thornton,,109,–,Starspangledbanner (AUS),Satwa Ruby (FR),Verglas,Derby Bar Syndicate,Prominent - led when not fluent 3rd - headed and weakened before 3 out(op 10/1 tchd 8/1)
2025-05-11,IRE,Killarney (IRE),1:55,Mongey Communications Maiden Hurdle,Hurdle,,,,5yo+,,2m1f,17f,3420,Good,16,11,10,,85.75,19,Harrowhill (IRE),5,G,151,,4:38.65,278.65,101.00,Conor Clarke,Ray Hackett,,–,–,Affinisea (IRE),Lady Singspiel (IRE),Singspiel,Ballyvara Racing Syndicate,Midfield - weakened after 4 out(op 125/1)
2025-05-11,IRE,Killarney (IRE),1:55,Mongey Communications Maiden Hurdle,Hurdle,,,,5yo+,,2m1f,17f,3420,Good,16,2,11,,135.75,50,Dragon Of Malta (IRE),8,G,166,t,4:48.65,288.65,126.00,Ben Harvey,P F ODonnell,,–,–,Dragon Pulse (IRE),Shraayef GB,Nayef,Gzira Syndicate,Always behind - weakened after 4 out - tailed off(op 66/1)
2025-05-11,IRE,Killarney (IRE),1:55,Mongey Communications Maiden Hurdle,Hurdle,,,,5yo+,,2m1f,17f,3420,Good,16,4,F,,-,-,Status Green (IRE),5,G,163,,-,-,34.00,Cian Quirke,Joseph G Murphy,,–,–,Le Havre (IRE),Namibie GB,Dark Angel,West Awake Five Partnership,Midfield - mistake and fell 4 out(tchd 28/1)
2025-05-11,IRE,Killarney (IRE),1:55,Mongey Communications Maiden Hurdle,Hurdle,,,,5yo+,,2m1f,17f,3420,Good,16,10,PU,,-,-,Eyeeye (GB),5,G,153,,-,-,21.00,Jack G Gilligan,Paul John Gilligan,,–,–,Expert Eye (GB),Cool Kitten (IRE),One Cool Cat,Natalie Gilligan,In rear - hampered by faller 4 out - soon weakened - pulled up before 2 out (jockey said gelding raced keen)(op 22/1)
2025-05-11,IRE,Killarney (IRE),1:55,Mongey Communications Maiden Hurdle,Hurdle,,,,5yo+,,2m1f,17f,3420,Good,16,13,PU,,-,-,Red Or White (IRE),6,G,158,,-,-,201.00,Sean OKeeffe,John Patrick Ryan,,–,–,Arctic Cosmos (USA),Siobhans Belle (IRE),Definite Article,Thomas Meere,Led - headed and prominent when not fluent 3rd - lost ground quickly 5 out - dropped to rear when hampered by faller 4 out - pulled up before 3 out (jockey said gelding hung right)(tchd 150/1)
2025-05-11,IRE,Killarney (IRE),1:55,Mongey Communications Maiden Hurdle,Hurdle,,,,5yo+,,2m1f,17f,3420,Good,16,8,SU,,-,-,Chasing Blues (IRE),5,G,158,h,-,-,15.00,Keith Donoghue,Gavin Cromwell,,–,–,Walk In The Park (IRE),Great Jane (FR),Great Palm,Basil Holian,Midfield - pushed along when slipped up on turn before 3 out (jockey said gelding stumbled and fell independently of any other horse)(op 11/1 tchd 9/1)
2025-05-11,IRE,Killarney (IRE),1:55,Mongey Communications Maiden Hurdle,Hurdle,,,,5yo+,,2m1f,17f,3420,Good,16,12,UR,,-,-,Moment Of Prayer (IRE),9,G,151,ht,-,-,151.00,Kevin A Murphy,Ian OConnor,,–,–,Barely A Moment (AUS),Latin Prayer (IRE),Soviet Star,Woodlands Racing Syndicate,In rear - mistake and unseated 1st(op 200/1)
2025-05-11,IRE,Killarney (IRE),2:30,MD OSheas Tourist Attraction Mares Hurdle (),Hurdle,,Listed,,4yo+,M,2m1f,17f,3420,Yielding,6,8,1,,0,0,Stormalong (IRE),7,M,154,tp,4:19.30,259.30,10.00,Darragh OKeeffe,David Kenneth Budds,€15340,121,–,September Storm (GER),Howaboutthis (IRE),Oscar,Barbara Kirby Coleman E Coleman,Prominent - pushed along before 3 out - ridden 2 out - went second before last where 2 lengths down - kept on to lead towards finish(op 15/2 tchd 13/2)
2025-05-11,IRE,Killarney (IRE),2:30,MD OSheas Tourist Attraction Mares Hurdle (),Hurdle,,Listed,,4yo+,M,2m1f,17f,3420,Yielding,6,1,2,,.75,.75,Royal Hollow (IRE),7,M,158,,4:19.45,259.45,2.62,Cian Quirke,Andrew Slattery,€4940,126,–,Beat Hollow (GB),Winsor Royal (IRE),Windsor Knot,Mrs Margaret Orourke,Led - not fluent 6th - 2 lengths ahead last - headed towards finish(op 15/8 tchd 6/4)
2025-05-11,IRE,Killarney (IRE),2:30,MD OSheas Tourist Attraction Mares Hurdle (),Hurdle,,Listed,,4yo+,M,2m1f,17f,3420,Yielding,6,6,3,,11.75,11,Royal Eagle (IRE),7,M,154,,4:21.65,261.65,4.50,Sam Ewing,Gordon Elliott,€2340,133,–,Free Eagle (IRE),Nitya (FR),Indian Ridge,David Monaghan Adam Lord Paddy Monaghan,Prominent - weakened from 2 out - went third run-in(op 3/1 tchd 4/1)
2025-05-11,IRE,Killarney (IRE),2:30,MD OSheas Tourist Attraction Mares Hurdle (),Hurdle,,Listed,,4yo+,M,2m1f,17f,3420,Yielding,6,2,4,,15.75,4,Adela Icon (IRE),7,M,154,h,4:22.45,262.45,4.00,Brian Hayes,W P Mullins,€1040,119,–,Snow Sky (GB),Railway Adella (IRE),Darsi,Temple Bloodstock Adela Icon Syndicate,Took keen hold - prominent - jumped left 3rd - went second before 3 out - lost position before last - soon weakened - lost third run-in(op 11/4 tchd 7/2)
2025-05-11,IRE,Killarney (IRE),2:30,MD OSheas Tourist Attraction Mares Hurdle (),Hurdle,,Listed,,4yo+,M,2m1f,17f,3420,Yielding,6,5,5,,34.75,19,Redwood Queen (IRE),8,M,154,,4:26.25,266.25,7.50,Philip Byrnes,C Byrnes,€520,129,–,Mahler (GB),Blackberry Lass (IRE),Kings Theatre,Cathal Byrnes,Held up in last - lost touch 3 out(op 15/2 tchd 7/1)
2025-05-11,IRE,Killarney (IRE),2:30,MD OSheas Tourist Attraction Mares Hurdle (),Hurdle,,Listed,,4yo+,M,2m1f,17f,3420,Yielding,6,3,UR,,-,-,Hasten Slowly (IRE),5,M,154,,-,-,26.00,Alex Harvey,John C McConnell,,118,–,Kessaar (IRE),Hope Against Hope (IRE),Dark Angel,The 119 Partnership,Towards rear - pecked on landing 2nd - in touch with leaders when bad mistake and unseated 7th(tchd 22/1 and 28/1)
2025-05-11,IRE,Killarney (IRE),3:05,Michael J. Doyle Memorial Handicap Hurdle,Hurdle,,,,4yo+,,2m1f,17f,3420,Yielding,9,1,1,,0,0,Batman Girac (FR),5,G,166,ht,4:25.80,265.80,4.50,J J Slevin,W P Mullins,€23600,129,–,Bathyrhon (GER),Mangenie (FR),Irish Wells,Simon Munir Isaac Souede,Held up in rear - not fluent 3 out - soon good headway on outer - in touch with leaders when carried right after 2 out - led last - nudged along and went clear run-in - cosily(op 5/1 tchd 10/3 and tchd 6/1)
2025-05-11,IRE,Killarney (IRE),3:05,Michael J. Doyle Memorial Handicap Hurdle,Hurdle,,,,4yo+,,2m1f,17f,3420,Yielding,9,4,2,,3,3,Last Kingdom (FR),4,G,159,,4:26.40,266.40,4.50,Mark Walsh,W P Mullins,€7600,128,–,Choeur Du Nord (FR),Galatica De Thaix (FR),Rail Link,John P Mcmanus,Prominent behind clear leader - prominent when not fluent 4th - ridden and drifted right after 2 out - briefly led approaching last - jumped left last - no chance with winner run-in(op 9/4 tchd 2/1)
2025-05-11,IRE,Killarney (IRE),3:05,Michael J. Doyle Memorial Handicap Hurdle,Hurdle,,,,4yo+,,2m1f,17f,3420,Yielding,9,6,3,,4.25,1.25,Come On The Lads (IRE),5,G,153,h,4:26.65,266.65,17.00,Kieren Buckley,Gavin Cromwell,€3600,116,–,Elzaam (AUS),El Mirage (IRE),Elusive Quality,The Lads Partnership,Took keen hold - held up in midfield - switched right and headway after 3 out - led after 2 out - headed approaching last - no extra run-in(op 12/1)
2025-05-11,IRE,Killarney (IRE),3:05,Michael J. Doyle Memorial Handicap Hurdle,Hurdle,,,,4yo+,,2m1f,17f,3420,Yielding,9,7,4,,4.25,0.1,Stuntman Steve (IRE),6,G,150,,4:26.67,266.67,3.75,Conor Stone-Walsh,Gavin Cromwell,€1600,116,–,Getaway (GER),Mrs Bob (IRE),Milan,Mmw Racing Syndicatedeclan Mac Mahon,Led - 6 lengths ahead 1st - much reduced lead 4th - awkward jump 3 out - headed after 2 out - no extra last - dropped to rear when mistake 3 out(op 3/1 tchd 5/2 and tchd 10/3)
2025-05-11,IRE,Killarney (IRE),3:05,Michael J. Doyle Memorial Handicap Hurdle,Hurdle,,,,4yo+,,2m1f,17f,3420,Yielding,9,9,5,,6.75,2.5,Fast Felix (IRE),7,G,138,ht,4:27.15,267.15,15.00,G B Noonan,Eoin Christopher McCarthy,€800,106,–,Milan (GB),Tear Drops (IRE),Beneficial,Sean Maguire,Held up in rear - not fluent 5 out - headway 3 out - pressed leaders after 2 out - no extra last(op 16/1 tchd 12/1)
2025-05-11,IRE,Killarney (IRE),3:05,Michael J. Doyle Memorial Handicap Hurdle,Hurdle,,,,4yo+,,2m1f,17f,3420,Yielding,9,5,6,,7,0.2,First Dare (IRE),7,M,148,,4:27.24,267.24,10.00,Tom Harney,Liz Doyle,€400,118,–,Beat Hollow (GB),Dare To Be Wild (IRE),Beneficial,Mrs Avril Doyle,Took keen hold - held up in midfield - no extra 2 out(op 10/1 tchd 8/1)
2025-05-11,IRE,Killarney (IRE),3:05,Michael J. Doyle Memorial Handicap Hurdle,Hurdle,,,,4yo+,,2m1f,17f,3420,Yielding,9,3,7,,9,2,Frankendael (GB),6,G,160,h,4:27.60,267.60,19.00,Conor McNamara,E McNamara,,123,–,Camelot (GB),DaQuonde (IRE),Pivotal,Forever Optimists Syndicate,Prominent behind clear leader - prominent 4th - weakened after 2 out (jockey said - regarding running and riding - that this was gelding's first run back after a break so he was held up to come home and just kept on from last; trainer said that gelding - on endoscopic examination - was found to have burst a blood vessel; vet said that gelding gave a few coughs whilst being examined but was otherwise post race normal)(op 12/1)
2025-05-11,IRE,Killarney (IRE),3:05,Michael J. Doyle Memorial Handicap Hurdle,Hurdle,,,,4yo+,,2m1f,17f,3420,Yielding,9,8,8,,25,16,Must Meet Cecil (IRE),7,G,144,p,4:30.80,270.80,7.50,Tiernan Power Roche,Cian Collins,,112,–,Mustameet (USA),Jaya Bella (IRE),Tikkanen,T B Sheridan,Chased clear leader - prominent 4th - weakened after 3 out(op 15/2 tchd 6/1 and tchd 8/1)
2025-05-11,IRE,Killarney (IRE),3:05,Michael J. Doyle Memorial Handicap Hurdle,Hurdle,,,,4yo+,,2m1f,17f,3420,Yielding,9,2,PU,,-,-,Shanroe (GB),11,G,165,t,-,-,17.00,Donagh Meyler,Karl Thornton,,128,–,Multiplex (GB),Pugnacious Lady GB,Hernando,Karl Thorntonjoan Smyth,Midfield - dropped to rear when mistake 3 out - pulled up after 2 out(tchd 14/1 and tchd 18/1)
2025-05-11,IRE,Killarney (IRE),3:40,Gerard OSullivan Memorial Novice Chase,Chase,,,,5yo+,,2m7f,23f,4627,Yielding,3,1,1,,0,0,Pied Piper (GB),7,G,164,tp,6:13.00,373.00,1.44,Danny Gilligan,Gordon Elliott,€7375,–,–,New Approach (IRE),Pure Fantasy GB,Fastnet Rock,Mrs M Roden Mrs R Nolan,Led at steady pace - headed and raced in second before 4th - led again 10th - went clear going easily 3 out - canter(op 8/11 tchd 5/6)
2025-05-11,IRE,Killarney (IRE),3:40,Gerard OSullivan Memorial Novice Chase,Chase,,,,5yo+,,2m7f,23f,4627,Yielding,3,3,2,,23,23,Will The Wise (IRE),6,G,158,,6:17.60,377.60,2.88,Keith Donoghue,Gavin Cromwell,€2375,–,–,Well Chosen (GB),Now Were Broke (IRE),Beneficial,Have No Clue Syndicate,Raced in last - went second after 4 out - no chance with winner from 3 out(op 6/5 tchd 11/10 and tchd 2/1)
2025-05-11,IRE,Killarney (IRE),3:40,Gerard OSullivan Memorial Novice Chase,Chase,,,,5yo+,,2m7f,23f,4627,Yielding,3,2,3,,29.5,6.5,Just Three (IRE),8,G,153,t,6:18.90,378.90,17.00,Jack G Gilligan,Paul John Gilligan,€1125,98,–,Soldier Of Fortune (IRE),Close Flame (IRE),Westerner,K N Partnership,Raced in second - led before 4th - headed 10th - lost second and weakened after 4 out(op 20/1 tchd 14/1)
2025-05-11,IRE,Killarney (IRE),4:15,Donie Sheahan Memorial Irish EBF Mares Beginners Chase,Chase,,,,4yo+,M,2m5f,21f,4188,Yielding,5,1,1,,0,0,Birdie Or Bust (IRE),7,M,161,,5:34.10,334.10,2.00,Mark Walsh,Henry De Bromhead,€8850,132,–,Walk In The Park (IRE),Bint Valkyrie (IRE),Beneficial,John P Mcmanus,Made all - travelled strongly - faced challenge when left clear 2 out - easily(tchd 11/10)
2025-05-11,IRE,Killarney (IRE),4:15,Donie Sheahan Memorial Irish EBF Mares Beginners Chase,Chase,,,,4yo+,M,2m5f,21f,4188,Yielding,5,4,2,,7,7,Media Naranja (IRE),6,M,161,t,5:35.50,335.50,13.00,Sam Ewing,Gordon Elliott,€2850,113,–,Yeats (IRE),Inch Native (IRE),Supreme Leader,Bective Stud,In touch with leaders - hampered by faller 2 out - went modest second run-in(op 10/1)
2025-05-11,IRE,Killarney (IRE),4:15,Donie Sheahan Memorial Irish EBF Mares Beginners Chase,Chase,,,,4yo+,M,2m5f,21f,4188,Yielding,5,3,3,,9.5,2.5,Me Wee Bonnie Lass (IRE),6,M,161,,5:36.00,336.00,3.25,Keith Donoghue,Gavin Cromwell,€1350,–,–,Doyen (IRE),Vie En Rose (IRE),Croco Rouge,Mark Coleman,Raced in second - lost second when hampered by faller 2 out - soon left in second - lost second run-in(op 11/4 tchd 15/8 and tchd 3/1)
2025-05-11,IRE,Killarney (IRE),4:15,Donie Sheahan Memorial Irish EBF Mares Beginners Chase,Chase,,,,4yo+,M,2m5f,21f,4188,Yielding,5,2,4,,23.5,14,Justabitofyours (IRE),5,M,156,,5:38.80,338.80,81.00,Jack G Gilligan,Paul John Gilligan,€600,–,–,Jet Away (GB),Blazing Dawn (IRE),Presenting,E Lynch,In rear throughout(op 100/1)
2025-05-11,IRE,Killarney (IRE),4:15,Donie Sheahan Memorial Irish EBF Mares Beginners Chase,Chase,,,,4yo+,M,2m5f,21f,4188,Yielding,5,5,F,,-,-,Out For A Stroll (IRE),4,F,146,,-,-,5.00,Simon Torrens,Joseph Patrick OBrien,,–,–,Churchill (IRE),In Her Stride (IRE),Mastercraftsman,John P Mcmanus,Towards rear - pressed leaders 3 out - went second when mistake and fell heavily 2 out - fatally injured(op 3/1)
2025-05-11,IRE,Killarney (IRE),4:50,Tote Killarney National Handicap Chase,Chase,,,,5yo+,,3m2f,26f,5230,Yielding,14,11,1,,0,0,Cadatharla (IRE),7,G,143,,7:0.30,420.30,12.00,Gavin Brouder,C A Murphy,€29500,122,–,Flemensfirth (USA),There Is No Point (IRE),Galileo,John P Mcmanus,Towards rear - pushed along 5 out - soon steady headway - in touch with leaders before 3 out - went second before 2 out - challenging and ridden after 2 out - ran on well run-in - led post(op 14/1)
2025-05-11,IRE,Killarney (IRE),4:50,Tote Killarney National Handicap Chase,Chase,,,,5yo+,,3m2f,26f,5230,Yielding,14,4,2,,0.05,0.05,Paggane (GB),6,M,161,,7:0.31,420.31,3.75,Paul Townend,W P Mullins,€9500,137,–,Muhaarar (GB),Penelopa GB,Giants Causeway,Mrs J Donnelly,In touch with leaders - headway to lead after 4 out - faced challenges 3 out - sustained duel with winner after 2 out - headed post(op 9/4 tchd 3/1)
2025-05-11,IRE,Killarney (IRE),4:50,Tote Killarney National Handicap Chase,Chase,,,,5yo+,,3m2f,26f,5230,Yielding,14,6,3,,13,13,Happy Jacky (IRE),11,G,154,,7:2.90,422.90,3.75,Ricky Doyle,Mark Fahey,€4500,130,–,Milan (GB),Courtain (USA),Diesis,P A Ryan,Led - headed and prominent after 3rd - led again 7th - headed and prominent 9th - no extra from 2 out(op 4/1)
2025-05-11,IRE,Killarney (IRE),4:50,Tote Killarney National Handicap Chase,Chase,,,,5yo+,,3m2f,26f,5230,Yielding,14,5,4,,14,1,Moonovercloon (IRE),8,G,152,,7:3.10,423.10,12.00,James Smith,Matthew J Smith,€2000,133,–,Sea Moon (GB),Fiery Flame (IRE),Luso,S Gillen Midlands Partnership,Towards rear - midfield 7th - prominent after 4 out - went second when hit 3 out - soon lost second and weakened gradually(op 12/1 tchd 9/1)
2025-05-11,IRE,Killarney (IRE),4:50,Tote Killarney National Handicap Chase,Chase,,,,5yo+,,3m2f,26f,5230,Yielding,14,15,5,,22.5,8.5,The Gradual Slope (IRE),8,G,140,,7:4.80,424.80,19.00,Mark McDonagh,Sean O OBrien,€1000,116,–,Shantou (USA),Caltras Theatre (IRE),Kings Theatre,Mark Mcdonagh,Took keen hold - midfield - prominent 7th - weakened 3 out(op 14/1)
2025-05-11,IRE,Killarney (IRE),4:50,Tote Killarney National Handicap Chase,Chase,,,,5yo+,,3m2f,26f,5230,Yielding,14,10,6,,27,4.5,Donkey Years (IRE),11,G,147,t,7:5.70,425.70,51.00,Conor McNamara,E McNamara,€500,123,–,Robin Des Champs (FR),Misty Heather (IRE),Oscar,John P Mcmanus,Midfield - kept on after 4 out - not pace to challenge(tchd 40/1)
