Date,Race Time,Course,Horse,Odds,Confidence,Position,Mode,Profit
2025-05-25,02:30,Curragh,Porta Fortuna,2.24,0.9957653284072876,1,level,1.24
2025-05-25,03:05,Curragh,Anmaat,7.0,0.9933986663818359,2,level,-0.3
2025-05-25,03:40,Curragh,Swelter,3.45,0.9941577911376953,9,level,-1.0
2025-05-25,03:48,Uttoxeter,Vintage Fizz,6.2,0.9527803659439087,4,level,-1.0
2025-05-25,05:25,Curragh,Nancee Spain,11.5,0.9348148703575134,10,level,-1.0
